Fecha;PM10;CO;OZONO;NO;NO2;NOX;SO2;Vel Viento;Dir Viento;Temperatura;Precipitacion;PM2.5;HR;BBP;Presion Baro;BC ug/m3
1/03/2024 1:00;33,8;0,2;26,8;0,4;14,5;15;1,2;1,2;263;15,4;0;29,7;77;7,1;565;2,7
1/03/2024 2:00;0;0,3;16,3;0,7;23,5;24,2;1,3;1,1;257;15,3;0;41,8;74;13,3;565;4
1/03/2024 3:00;48,7;0,2;19,4;0,5;19,3;19,8;1,5;1,3;187;15,4;0;39,1;64;20,1;564;2,9
1/03/2024 4:00;47;0,2;20,2;0,6;19,2;19,9;1,5;1,6;182;15,2;0;40,9;62;10,7;564;3,6
1/03/2024 5:00;47,2;0,2;15,1;0,7;24,7;25,4;1,5;1;174;14,5;0;38,8;62;7,2;564;3,9
1/03/2024 6:00;48,9;0,4;2,1;15,1;37,9;53;1,4;0,9;1;13,5;0;36,7;73;11,8;564;6,5
1/03/2024 7:00;54,6;0,7;2,6;29,9;41,6;71,4;1,9;0,8;39;13,4;0;48,9;74;10,9;565;9,7
1/03/2024 8:00;61,7;0,9;13,7;21,2;36,7;57,9;2,7;1,5;197;16;0;46,8;51;5,6;565;6,9
1/03/2024 9:00;60,2;0,7;21,1;22,6;38;60,5;2,9;1,3;345;17,6;0;43,1;49;8,2;566;7,3
1/03/2024 10:00;61,5;0,7;33,3;17,6;38;55,7;2,3;1,2;50;19,7;0;45,2;42;6,8;566;7,5
1/03/2024 11:00;61,4;0,5;56;6,7;26,2;32,9;1,6;0,4;132;21,7;0;47,4;32;7,1;566;4,5
1/03/2024 12:00;50,6;0,4;70,7;5,1;27,8;33;1,7;2,2;297;22,3;0;38;31;9,5;565;5,1
1/03/2024 13:00;61,3;0,2;69,9;2,4;15,7;18;1,8;6,5;262;21,1;0;38,7;43;8,9;565;4,4
1/03/2024 14:00;72,8;0,1;60,4;2,4;10,7;13;1,6;7,4;246;20,6;0;49,1;48;8,9;564;2,9
1/03/2024 15:00;53,3;0,1;59,5;2,3;11,2;13,6;1,4;5,6;271;20,9;0;33,7;49;7,4;564;3,2
1/03/2024 16:00;61,5;0,1;54,1;3,2;13,2;16,3;1,6;6,5;269;19,6;0;45,6;56;10;564;3,7
1/03/2024 17:00;68,8;0,2;44,4;1,8;14,9;16,6;1,4;5,5;262;17,3;0;39,3;69;13;564;4,4
1/03/2024 18:00;65,5;0,3;38,2;1,5;16;17,5;1,3;3,1;254;16,7;0;43,6;72;14,7;564;3,7
1/03/2024 19:00;54;0,4;30,8;1,2;19,2;20,4;1,2;2,9;242;16,5;0;37,4;72;8,6;565;4,1
1/03/2024 20:00;60;0,4;26,1;0,9;22,6;23,6;1,1;3;257;15,9;0;44,8;76;8,4;565;4,1
1/03/2024 21:00;62,5;0,3;24,1;1,4;20,7;22,1;1;2,9;277;15,5;0;42;78;10,4;565;3,9
1/03/2024 22:00;51,5;0,3;19,4;2,2;22,3;24,5;1,1;2,4;253;15,4;0;42,4;75;9,8;566;5,6
1/03/2024 23:00;58,5;0,2;25,6;1,2;16,4;17,6;1,1;2,8;272;15,3;0;48,2;72;1,2;566;4,5
2/03/2024 0:00;52,7;0,2;28,2;0,9;12,8;13,8;1;2,5;275;15,2;0;34,9;73;7,2;566;2,7
2/03/2024 1:00;36,5;0,2;26,3;0,4;11,7;12,1;0,9;0,9;303;14,7;0;33,9;74;9,6;565;2,1
2/03/2024 2:00;35;0,1;21;1,2;15,1;16,3;0,9;2,1;2;14;0;33;78;16;565;2,3
2/03/2024 3:00;40,3;0,6;16,3;0,5;18,2;18,7;1;1,4;340;13,7;0;33,1;79;23,5;565;2,7
2/03/2024 4:00;44,8;0,6;8,8;0,8;26,4;27,2;1;1,7;350;13,3;0;35,6;79;23,6;565;3,4
2/03/2024 5:00;59,2;0,3;5,5;4,8;34,4;39,2;1,9;2,4;30;13,4;0;45,3;76;11,9;565;4,3
2/03/2024 6:00;60,8;0,4;2,5;15,6;39,2;54,9;2,4;2,3;19;13,3;0;50,3;75;8,7;565;6,4
2/03/2024 7:00;66,3;0,6;2,7;29,5;40,9;70,4;3,5;2,1;39;13;0;55,2;75;10,4;566;8,1
2/03/2024 8:00;72,2;0,6;9;28,7;36,5;65,2;10,4;2,5;31;14,5;0;57,8;70;3,9;566;7,3
2/03/2024 9:00;67,7;0,6;21,6;18,9;31,7;50,6;6,9;1,8;47;17,5;0;54,1;57;5,2;566;6,1
2/03/2024 10:00;64,2;0,4;41,4;7,8;23,5;31,3;3,6;1,9;32;19,2;0;55,8;48;11,8;566;4,1
2/03/2024 11:00;52,6;0,2;55,5;3,4;13,1;16,5;2,3;2,1;19;20,9;0;52,2;38;11,9;566;2,6
2/03/2024 12:00;41;0,1;64,5;1,9;10,5;12,4;2,2;1,8;355;22;0;37,2;34;9,6;565;2,3
2/03/2024 13:00;47,2;0,2;64;2;12,6;14,6;2,7;5,6;256;21,2;0;41,9;46;5,2;565;3,9
2/03/2024 14:00;75,8;0,2;56,6;2,8;11;13,8;2,3;6,3;272;20,9;0;56,2;48;9,5;564;3
2/03/2024 15:00;63,5;0,2;55,2;2,4;10,3;12,7;2,2;6,1;275;20,8;0;42;49;13;564;2,7
2/03/2024 16:00;56,2;0,2;52,1;2,2;10,6;12,9;2,3;5,9;276;20,1;0;42,1;53;12,7;564;2,7
2/03/2024 17:00;55,5;0,2;50,3;1,9;10,6;12,5;2,1;5,5;272;19,8;0;42,7;55;12,3;564;2,6
2/03/2024 18:00;46,8;0,2;45,5;1,4;11;12,4;2,4;4,8;257;18,2;0;37,9;63;11,4;564;2,3
2/03/2024 19:00;42,3;0,4;36,8;1,4;15,4;16,8;1,9;3,5;246;16,8;0;36,1;70;9,7;564;2,7
2/03/2024 20:00;48,8;0,4;38,9;1;13;14;1,5;3,7;248;16,2;0;37,2;75;13,3;565;2,6
2/03/2024 21:00;48,5;0,3;36,9;0,6;13,9;14,5;1,3;2,3;255;15,9;0;40,2;77;15,3;565;2,8
2/03/2024 22:00;52,2;0,2;32,3;0,4;14,5;14,9;1,2;2,5;304;15,6;0;44,2;77;20,2;565;3
2/03/2024 23:00;53,8;0,2;25,4;0,6;13,1;13,8;1;2,7;326;14,5;0;45,6;78;31,6;566;1,6
3/03/2024 0:00;30,9;0,1;26;0,6;8,9;9,5;0,9;2,7;304;13,2;0;20,3;83;36,7;566;1,2
3/03/2024 1:00;0;0,1;25,5;0,6;7,4;8;0,9;1,2;345;13;0;25,7;84;27,4;565;1,1
3/03/2024 2:00;0;0,1;25;0,3;8,2;8,5;0,9;0,6;349;13,1;0;20,1;84;22,6;565;1,4
3/03/2024 3:00;0;0,1;21,7;0,4;11,9;12,3;0,9;0,3;300;13,5;0;21,8;84;23,7;564;1,3
3/03/2024 4:00;0;0,1;19,9;0,3;11,7;12,1;0,9;0,7;298;13,4;0;18,2;84;15,7;564;1,5
3/03/2024 5:00;0;0,1;19,6;0,5;10,6;11,2;0,9;0,2;359;13,4;0;21,6;83;20,7;565;1,3
3/03/2024 6:00;21;0,2;12,6;0,8;16,5;17,3;0,9;0,1;327;13,4;0;15,4;84;19;565;1,9
3/03/2024 7:00;27,8;0,4;5,6;6,8;29;35,8;1,2;1;47;13,7;0;22,8;84;18,7;565;3,4
3/03/2024 8:00;38;0,4;15,9;11,8;24,5;36,3;3,3;2,6;39;15,2;0;38;77;21,9;565;3,2
3/03/2024 9:00;40,8;0,3;26,3;6,1;15,4;21,4;2,9;2,1;30;16,6;0;37,8;67;20;566;2,5
3/03/2024 10:00;34,7;0,3;36,1;4,9;14,6;19,5;2,4;0,7;122;19,7;0;34,7;52;12,8;566;2,3
3/03/2024 11:00;32,2;0,3;54,2;3,7;14,3;18;2;0,5;231;21,4;0;30,1;44;9,9;565;2,5
3/03/2024 12:00;39,5;0,2;62,2;1,9;11,7;13,6;2,1;4,8;265;20,5;0;32,2;52;10,2;565;2,5
3/03/2024 13:00;46;0,1;51,3;1,9;7,1;9;1,9;7,5;247;20;0;35,9;57;15,9;564;1,6
3/03/2024 14:00;40;0,1;46,5;1,9;5,9;7,8;1,4;7,7;257;20;0;33,8;55;22,3;564;1,3
3/03/2024 15:00;34,8;0,1;45,8;1,6;5,9;7,5;1,4;6,7;261;20,4;0;30,4;54;26,5;564;1,3
3/03/2024 16:00;36,6;0,1;45;1,8;5,9;7,7;1,3;6,7;250;20,5;0;36,6;55;27,8;563;1,2
3/03/2024 17:00;31,8;0,2;43,7;1,8;6,8;8,6;1,4;6,1;255;19;0;28,9;62;28,9;563;1,4
3/03/2024 18:00;36;0,2;42,2;1,2;7,1;8,4;1,2;5,3;249;17,9;0;28,2;66;27,6;564;1,5
3/03/2024 19:00;36,2;0,2;37,1;0,6;9,5;10,1;1,1;3,8;254;16,9;0;31,9;69;17,7;564;1,6
3/03/2024 20:00;37,5;0,2;31,7;1,2;13,5;14,7;1,1;3,3;281;16;0;31,3;72;13,9;565;2
3/03/2024 21:00;39,5;0,2;29,4;0,6;12,9;13,5;1;1,6;289;15,7;0;36,1;74;13,2;565;2,3
3/03/2024 22:00;38,7;0,3;27,6;0,7;17,2;17,9;1,1;1,3;6;15,7;0;37,4;75;20,6;565;3,7
3/03/2024 23:00;44,5;0,3;19,6;0,8;26,1;26,9;1,1;2,1;38;15,8;0;44;72;23,2;566;2,1
4/03/2024 0:00;31,1;0,3;12,7;1,4;32,5;34;1,2;2,2;7;15,4;0;27,7;73;26,7;565;2,2
4/03/2024 1:00;28,7;0,3;12,8;0,8;24,3;25,1;1,3;1,9;358;14,9;0;23,4;75;18,9;565;2,7
4/03/2024 2:00;37,2;0,3;9,4;0,8;25,1;25,9;2,1;1,9;8;14,6;0;31,2;78;5,5;564;2,7
4/03/2024 3:00;37,5;0,3;9,3;0,7;21,3;21,9;2,1;2;2;14,3;0;34,1;80;8,1;564;2,5
4/03/2024 4:00;34,1;0,1;21,8;0,4;13,5;13,9;1,7;2,2;9;14,2;0;34,1;81;15,4;564;1,4
4/03/2024 5:00;25,3;0,2;11,9;1,5;19,7;21,2;1,8;1,6;26;14,4;0;19,7;80;13,4;564;2,3
4/03/2024 6:00;36,6;0,5;1,8;6;31,6;37,6;2,3;1,1;331;14,4;0;33,6;80;10,2;565;4,5
4/03/2024 7:00;60,7;0,8;1,8;15;34,6;49,6;4,3;0,1;271;14,5;0;43,1;80;13,3;565;5,4
4/03/2024 8:00;72;0,9;2,9;42,2;41;83,2;7;1,2;7;15,1;0;44,6;78;5,5;565;10,6
4/03/2024 9:00;83;0;0;0;0;0;0;0,9;359;16,2;0;0;71;8,7;565;8,3
4/03/2024 10:00;62,3;0;0;0;0;0;0;1,6;179;18,2;0;0;61;4,6;566;7,9
4/03/2024 11:00;55;0;0;0;0;0;0;2,9;125;20,5;0;28,7;47;13,7;565;2,6
4/03/2024 12:00;35;0;0;0;0;0;0;2;224;21,5;0;24,2;46;15,1;565;3,2
4/03/2024 13:00;37,7;0,6;47,3;4,8;12,5;17,3;3,1;6,6;254;20,4;0;27,4;56;8,9;564;3,4
4/03/2024 14:00;48,8;0,5;43,1;4,3;9,3;13,6;2,2;7,8;253;20,3;0;34,2;57;13,6;564;2,6
4/03/2024 15:00;37,5;0,6;43,6;3,5;8,2;11,7;1,8;8,1;253;19,9;0;19,3;59;11,1;563;2,4
4/03/2024 16:00;34,3;0,6;40;3,8;8,7;12,5;1,7;7,2;252;19,9;0;25,2;58;11,1;563;2,6
4/03/2024 17:00;30,7;0,3;39,2;3,1;9;12,1;1,7;6,7;245;19,5;0;27,9;60;11,4;563;2,2
4/03/2024 18:00;27,7;0,2;37,3;2,2;9,7;12;1,8;5,3;261;18;0;26,8;66;14,5;563;2
4/03/2024 19:00;24,7;0,4;29,9;1,8;14,3;16,1;1,4;3,5;255;16,6;0;24,2;71;15,4;564;2,8
4/03/2024 20:00;41;0,4;25,6;1,9;15,7;17,7;1,3;3,2;250;15,7;0;28,3;74;19,1;564;2,7
4/03/2024 21:00;32,8;0,4;22,3;1,9;17,1;18,9;1,2;1,4;263;15,4;0;32,8;73;17,7;565;2,3
4/03/2024 22:00;39,6;0,5;10,6;2,8;28,5;31,3;1,2;1,5;325;15,2;0;29,6;75;9,4;565;4,5
4/03/2024 23:00;59,1;0,3;21,6;1,6;17;18,5;1,1;1,3;263;14,9;0;39,6;77;5,8;565;4
5/03/2024 0:00;42,7;0,2;25,6;0,6;8,9;9,5;1;1,8;237;14,7;0;31,8;79;3;565;2,7
5/03/2024 1:00;31,3;0,1;24,9;1;8,2;9,2;0,8;1,5;269;14,3;0;29,1;82;12,6;565;2,1
5/03/2024 2:00;29,8;0,2;22,1;1;12;13;0,8;1;268;14,3;0;29,8;81;18,2;564;1,9
5/03/2024 3:00;34,3;0,2;12,4;1,2;19,3;20,6;1;0,8;348;14;0;27,3;80;17,2;564;3,4
5/03/2024 4:00;35,7;0,2;10,4;2,2;23,4;25,6;1;0,7;309;14,1;0;33,1;81;9,2;564;3,8
5/03/2024 5:00;38;0,4;2,7;10,3;28,9;39,2;1,2;1,1;282;13,9;0;34,6;81;7,9;564;5,8
5/03/2024 6:00;59,3;0,5;2,1;10,6;33,7;44,3;1,3;0,7;350;14,3;0;45,2;80;11,9;564;6,7
5/03/2024 7:00;66,2;0,9;1,5;48,7;43,2;91,9;2,1;1,1;22;14,7;0;48,3;77;7,7;564;10,7
5/03/2024 8:00;67,3;0,8;5,9;39,4;37,8;77,1;2,7;0,6;11;15,7;0;52,8;74;9;565;9,8
5/03/2024 9:00;70,3;0,9;14,9;26,1;39,1;65,1;2,7;1,7;215;17,6;0;49,5;62;4,5;565;9,8
5/03/2024 10:00;72,3;0,5;29,2;7,6;24,2;31,8;2;3,2;181;18,5;0;57,5;53;11,9;565;4,5
5/03/2024 11:00;47;0,3;44,9;4,4;14,5;18,8;1,5;2,8;160;20,4;0;31,9;44;17;565;2,6
5/03/2024 12:00;37,3;0,3;50,1;3,2;13,7;16,9;1,5;2;136;21,7;0;30,9;39;17,1;564;2,5
5/03/2024 13:00;39;0,4;49;3,5;14;17,5;1,8;3,6;227;21,3;0;30,4;45;10;564;3,2
5/03/2024 14:00;39,7;0,4;46,9;2,9;11,2;14,2;1,7;6,1;261;20,3;0;36,8;57;6,2;563;4,1
5/03/2024 15:00;41,3;0,5;46,3;2,9;8,8;11,7;1,6;5,9;243;20,6;0;32,9;55;9,8;563;2,9
5/03/2024 16:00;34,5;0,6;41,4;2,8;11,8;14,6;1,6;5,3;258;19,2;0;30,8;61;14,3;563;2,9
5/03/2024 17:00;42,5;0,4;40,3;2,7;10,2;12,9;1,4;6,1;249;19,2;0;28,1;60;15,5;563;2,6
5/03/2024 18:00;42,8;0,7;32,5;2,5;11,2;13,7;1,3;6;248;17,4;0;29,9;65;17,9;563;2,6
5/03/2024 19:00;31,2;0,4;23,3;2,6;15,6;18,2;1,2;3,8;251;17;0;28,1;59;9,5;563;3,3
5/03/2024 20:00;27,5;0,5;19,4;3,2;20,3;23,5;1,2;3,2;247;16,8;0;13,7;59;9,2;564;3,3
5/03/2024 21:00;35,1;0,8;6,5;6,7;40,2;47;1,1;2,6;189;17,1;0;27,8;60;10,8;564;6,4
5/03/2024 22:00;60,8;0,8;4,3;7,1;43,1;50,3;1,2;0,9;198;16,4;0;43,2;61;12,9;564;6,6
5/03/2024 23:00;64;0,5;2,8;9,3;42;51,4;1,2;1,8;12;15,5;0;46,7;68;12,5;565;5,5
6/03/2024 0:00;58,2;0,5;4,4;2,8;35,9;38,8;1;0,8;53;14,9;0;42,2;72;14,5;565;5
6/03/2024 1:00;55;0,5;2,8;10,5;37,6;48,2;1,5;1,7;204;14,8;0;45,1;66;14,2;564;5,9
6/03/2024 2:00;58,5;0,3;11,2;2,4;26,6;29;1,3;2,2;189;14,5;0;46,6;65;6;564;4,4
6/03/2024 3:00;50;0,2;13,8;1,5;22,2;23,7;1,3;0,8;90;14,4;0;38,7;66;7,5;564;3,5
6/03/2024 4:00;45,3;0,2;5,2;4,1;29,9;34;1,4;2,6;45;13,5;0;34,7;76;12,2;563;3,9
6/03/2024 5:00;48,2;0,3;2,9;5,9;31,3;37,2;1,3;0,7;58;12,8;0;46,8;78;17,7;564;4,3
6/03/2024 6:00;55,7;0,8;0,8;51,8;39,1;91,1;2,1;0,3;45;12,5;0;44,7;80;9,4;564;11,4
6/03/2024 7:00;66,4;1;1,8;59,3;38,6;97,8;2,5;1,3;37;12,6;0;57;79;7,3;564;14,5
6/03/2024 8:00;78,7;1;5,9;51,7;40,6;92,3;5;2,3;36;14,4;0;57,1;71;5,1;565;10,6
6/03/2024 9:00;78,8;0,7;20,5;23,3;33,7;57;4,2;2,5;41;17,3;0;57,2;56;10;565;7,2
6/03/2024 10:00;62,2;0,6;36,4;12,6;32,1;44,8;2,7;1,7;61;20,2;0;43;42;7,4;565;6
6/03/2024 11:00;55,8;0,4;46,3;7,1;22,6;29,8;1,8;2,6;72;21,8;0;42,3;35;12,5;565;4,2
6/03/2024 12:00;41,5;0,2;49,5;4;13;17;1,4;2,1;113;23,3;0;28,7;27;20,6;564;2,3
6/03/2024 13:00;23,5;0,1;47,3;2,4;10,3;12,7;1,2;1,1;147;24;0;22,8;25;25,8;564;1,6
6/03/2024 14:00;27,4;0,2;59,2;2,4;11,9;14,3;2,1;5,9;250;22,2;0;20;42;8,1;563;3,7
6/03/2024 15:00;58,5;0,2;52,2;2,9;9,9;12,8;2,2;8;253;21,1;0;39;52;7,6;563;2,9
6/03/2024 16:00;53,8;0,3;46,6;3;11,1;14,1;2,2;7,5;256;20,2;0;38,7;56;9,2;562;3,2
6/03/2024 17:00;43,7;0,2;44,6;2,9;10,3;13,2;1,8;7,3;259;19,5;0;33,1;59;12;563;3
6/03/2024 18:00;46,3;0,3;35,1;0,9;12;12,9;1,4;4,4;265;17,5;10;33,9;73;13,1;563;3,2
6/03/2024 19:00;43,3;0,3;31,6;0,8;15,4;16,2;1,3;2,4;270;17,1;0;33,2;73;19,8;564;3,1
6/03/2024 20:00;46,9;0,5;20,5;1,5;29,1;30,7;1,3;1,2;0;17,2;0;37,3;71;12,2;564;5,1
6/03/2024 21:00;59;0,8;8,7;3,2;45;48,2;1,5;1,1;173;17,2;0;43,4;67;13,9;565;6,2
6/03/2024 22:00;71,5;0,7;15,7;4,4;35,2;39,6;1,5;2,7;198;16,8;0;50,6;58;18,2;565;5,3
6/03/2024 23:00;59;0,5;15,6;2,7;32,5;35,3;1,3;1,3;170;15,9;0;42,9;62;13,9;566;4,6
7/03/2024 0:00;56;0,4;14,6;1,2;31,9;33,3;1;0,6;296;14,9;0;41,8;64;13,1;565;4,4
7/03/2024 1:00;41,3;0,3;11,2;2,1;30,2;32,3;1;0,7;1;14,2;0;38,1;67;16,7;565;3,4
7/03/2024 2:00;43,3;0,5;5,6;3,1;34,8;37,9;0,9;2;28;13,2;0;40,3;74;24,7;565;4,1
7/03/2024 3:00;46;0,3;8,6;2,6;27,5;30,1;0,9;1;32;12,7;0;45,2;77;19,1;564;4,2
7/03/2024 4:00;50,7;0,3;8,4;1,6;27,3;28,9;0,9;2,1;32;12,3;0;47,5;78;14,2;564;4,2
7/03/2024 5:00;50,3;0,4;3,1;8,4;34,2;42,7;1,1;2,6;49;12;0;38,4;79;14,6;564;5,4
7/03/2024 6:00;56;0,6;1,5;24,7;39,8;64,5;1,4;1;43;12;0;46,4;78;13,6;565;8,5
7/03/2024 7:00;54,1;1,1;2,1;46,4;43,5;90;2,2;2,4;39;12;0;54,1;77;9,2;565;11
7/03/2024 8:00;62,5;1,3;5,8;60;46,7;106,7;5,1;2,4;52;14,3;0;55,2;69;7,5;565;12,6
7/03/2024 9:00;73,3;0,7;20,2;23,7;32,8;56,4;5,2;2,6;44;16,9;0;58,4;57;10,2;566;7,9
7/03/2024 10:00;63,7;0,4;34,8;9,3;23,2;32,4;4,2;1,6;64;20,6;0;48,2;44;12,4;566;5,1
7/03/2024 11:00;56,2;0,4;40,7;6;19,2;25,2;2,1;3,3;77;20,6;0;50,3;43;12,3;565;4
7/03/2024 12:00;49,6;0,3;38,5;3,6;12,2;15,9;1,6;3,7;141;21,6;0;36,9;38;16,9;565;2,5
7/03/2024 13:00;38,7;0,2;38,3;3,1;10,1;13,2;1,4;3,5;114;22,1;0;34,9;38;16,8;565;2,6
7/03/2024 14:00;40,7;0,3;38,6;3,5;11,3;14,8;1,3;2,8;140;22,7;0;32,8;38;19,9;564;2,7
7/03/2024 15:00;33;0,2;35,4;2,6;9,9;12,6;1,2;2,7;119;22,3;0;28,8;38;24,7;563;1,9
7/03/2024 16:00;27,5;0,2;31,5;4;10,7;14,8;1,1;3;156;23,8;0;24,6;34;18;563;2
7/03/2024 17:00;25,8;0,6;33,8;3,4;13,6;16,9;1,5;2,1;220;22,9;0;17,6;41;12,9;563;2,6
7/03/2024 18:00;34,7;0,5;38,8;1,5;14,3;15,7;2,5;5,4;257;19,3;0;28,6;66;10;563;3,9
7/03/2024 19:00;56,8;0,4;33,7;1,4;13,3;14,7;1,4;4,1;252;17,6;0;39,1;72;12,7;564;3,3
7/03/2024 20:00;50,5;0,4;29;0,8;13;13,8;1,1;2,5;247;16,6;0;40,1;77;19,5;564;3
7/03/2024 21:00;49;0,4;19;0,9;21,7;22,7;1;0,8;292;16,2;0;42,1;78;22,9;565;3,8
7/03/2024 22:00;59,4;0,6;8,8;2,5;36,2;38,7;1;0,7;352;16,2;0;43,6;78;11,6;565;6,1
7/03/2024 23:00;81,8;0,5;8,2;9,8;38,7;48,5;1,5;1,6;151;16,7;0;54,3;67;17,1;566;4,9
8/03/2024 0:00;55,9;0,3;15,5;0,5;19,9;20,4;1,3;1,3;156;16,5;0;41,2;61;20,8;565;2,5
8/03/2024 1:00;31,2;0,3;12,8;0,8;22,6;23,4;1,2;1,4;96;15,9;0;28,1;62;23,4;565;2,4
8/03/2024 2:00;31,7;0,2;13,4;0,5;21,7;22,2;1,1;1,4;48;15,2;0;29,9;66;20,3;565;2,5
8/03/2024 3:00;30,8;0,2;11,9;0,8;22,1;22,9;1;1,5;46;14,5;0;29,2;70;14;564;3
8/03/2024 4:00;34,3;0,3;9,2;0,7;24,4;25,2;1;0,6;98;14,5;0;32,7;70;14,2;564;2,9
8/03/2024 5:00;34,2;0,4;3,2;18,5;31,8;50,3;1,4;0,9;212;14,7;0;27,5;67;11,6;565;5,5
8/03/2024 6:00;58,3;0,8;1;60,8;38,5;99,3;2,2;1,2;2;13,4;0;38;73;8,6;565;12,3
8/03/2024 7:00;95,5;1,3;1,5;79,8;44,3;123,8;2,6;2;39;13,8;0;55,8;74;9,3;565;12,8
8/03/2024 8:00;75,6;1,1;5,3;42,6;42,5;85,1;2,7;2;29;15,5;0;52,8;68;6,3;566;10,2
8/03/2024 9:00;64,2;0,7;14;22;32;53,9;2,4;3,4;50;17;0;48,4;61;10,1;566;7,7
8/03/2024 10:00;62,5;0,5;19,5;13,4;25,4;38,7;2;2,5;91;18,2;0;39,2;57;10,3;566;5,1
8/03/2024 11:00;49,3;0,5;25,9;7,1;22,7;29,8;1,7;2,3;124;19,5;0;42,7;51;10,6;566;3,8
8/03/2024 12:00;44,7;0,3;34,7;4,1;12;16,1;1,5;3,4;93;20,2;0;36,9;47;13,4;565;2,6
8/03/2024 13:00;40,4;0,4;32,4;5,8;19,7;25,5;1,5;3,5;199;20,5;0;35;48;15,5;565;3,5
8/03/2024 14:00;50,3;0,3;33,1;3,6;13;16,6;1,3;3,7;121;21,2;0;34,7;44;20,3;564;2,5
8/03/2024 15:00;41,5;0,4;23;5,5;20;25,5;1,3;2,8;141;19,6;0;30,3;50;13,1;564;3,6
8/03/2024 16:00;39,3;0,4;30,6;7,3;17,7;25;1,5;4,3;188;20,6;0;34,8;47;9,6;564;3,6
8/03/2024 17:00;39,7;0,4;27,2;4,5;18,5;23;1,4;2,5;101;21,2;0;30,5;43;13,2;563;2,9
8/03/2024 18:00;32,3;0,5;18;5,8;25,6;31,5;1,4;2,4;119;19,6;0;22,2;48;14,7;564;3,3
8/03/2024 19:00;36,2;0,7;9,1;7,5;32,6;40,1;1,4;3,9;188;18,2;0;25,7;56;13,1;564;5
8/03/2024 20:00;73,3;1;2,6;12,4;40,1;52,6;1,6;2;207;17,2;0;38,1;61;6,8;565;6,7
8/03/2024 21:00;74,3;0,7;9;11,8;30,4;42,2;1,5;1,8;135;17,6;0;38,4;56;7,4;565;4,7
8/03/2024 22:00;45,7;0,6;6;6,3;32,5;39;1,3;1,9;124;17,1;0;27,9;57;10;566;3,7
8/03/2024 23:00;43,2;0,5;9,3;4,1;27,8;31,9;1,2;3,1;79;16,8;0;26,8;60;13,8;566;2,7
9/03/2024 0:00;38,8;0,5;4,9;5,5;32,9;38,4;1,1;2,6;71;16,6;0;23,2;62;11,4;566;3,6
9/03/2024 1:00;37,5;0,3;17;0,9;18,6;19,6;1;1;92;16,4;0;26,8;63;14,1;565;1,9
9/03/2024 2:00;35,8;0,4;5;2,4;29,1;31,7;1;1,2;10;15;0;24,4;71;11,7;565;3,5
9/03/2024 3:00;39,8;0,4;2,3;5,8;31,7;37,5;1;0,8;1;14,2;0;32;74;15,2;565;3,5
9/03/2024 4:00;38,7;0,4;1,7;8,2;34,2;42,5;1,1;0,7;24;14,2;0;32,2;74;17;564;3,6
9/03/2024 5:00;37,7;0,4;1,6;9,9;32,7;42,6;1,2;0,7;38;13,9;0;34,6;75;12,7;564;4,2
9/03/2024 6:00;63,6;0,7;0,9;44,9;37,5;82,4;1,9;0,3;205;13,7;0;27,4;74;7,1;565;10,1
9/03/2024 7:00;160,8;1,2;1,9;83,2;45,9;129,1;2,8;0,4;14;13,9;0;36,1;73;8,4;565;13,4
9/03/2024 8:00;85,3;1;4,2;48,4;45,2;93,6;3,2;0,8;2;15,7;0;52,9;67;5,3;566;9,7
9/03/2024 9:00;54,5;0,6;7,9;17,2;34,5;51,7;2,4;1,4;13;16,1;0;33,6;65;8;566;5,2
9/03/2024 10:00;40,8;0,6;14,9;13,5;29;42,5;2,3;1,1;105;17;0;26,6;62;6,5;566;4,5
9/03/2024 11:00;34,2;0,5;19,9;9,6;27,3;36,9;1,8;1,8;135;17;0;19,2;63;4,6;566;4
9/03/2024 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9/03/2024 13:00;32,5;0,5;20,2;7,4;25,1;32,5;1,8;1,4;70;18;0;23,7;58;15,4;565;3,2
9/03/2024 14:00;19,8;0,3;23,2;5,8;17;22,8;1,7;2;75;19,3;0;17,9;52;15,8;565;2
9/03/2024 15:00;22;0,6;12,9;8,9;25,1;34,1;1,6;3,1;176;18;0;17,1;59;12,6;564;3,2
9/03/2024 16:00;36;0,6;12,1;10,9;25,7;36,7;1,7;3,8;176;17,4;0;18,9;62;8,6;564;4
9/03/2024 17:00;31,7;0,7;11,7;10,5;26,3;36,8;1,6;4,4;183;17,5;0;17,3;63;9,5;564;3,5
9/03/2024 18:00;34,8;0,6;10,2;9,4;27,4;36,7;1,6;2,8;167;18,1;0;21,8;59;11,4;564;3,5
9/03/2024 19:00;33,2;0,4;13,3;3,3;20,5;23,9;1,3;2,2;109;17,3;0;18,9;59;15,8;564;1,9
9/03/2024 20:00;29,5;0,6;8,7;4,1;25,3;29,3;1,2;1,8;187;16,4;0;17,2;65;13,3;565;2,4
9/03/2024 21:00;33,3;0,7;5,7;12;30,6;42,6;1,3;1,4;161;16,3;0;21,1;66;7,3;565;3,9
9/03/2024 22:00;39,2;0,6;5,9;8,1;31,5;39,7;1,3;1;84;16;0;21,9;62;10,4;566;2,7
9/03/2024 23:00;31,8;0,3;14,7;1,5;20,1;21,6;1,1;2,7;79;16,3;0;19,8;62;12,3;566;1,6
